snapshot_id,snapshot_date,product_id,store_id,stock_on_hand,stock_reserved,stock_available,reorder_point,days_of_cover,stock_status,scenario_phase
2984,2025-06-18,77,6,45,4,41,92,46,Low Stock,Current
2985,2024-04-06,2,6,46,33,13,125,19,Low Stock,Future
2986,2025-01-08,73,3,94,16,78,102,1,Low Stock,Current
2987,2024-11-09,56,1,137,52,85,99,34,Low Stock,Current
2988,2024-08-28,4,6,21,35,0,61,8,Stockout,Current
2989,2024-04-14,72,2,85,65,20,54,14,Low Stock,Current
2990,2024-06-26,74,1,112,58,54,100,26,Low Stock,Current
2991,2024-09-15,30,5,136,33,103,136,22,Low Stock,Current
2992,2024-05-10,98,6,61,38,23,104,38,Low Stock,Current
2993,2025-04-06,76,4,185,17,168,73,1,Healthy,Future
2994,2025-10-10,60,4,148,64,84,59,8,Healthy,Current
2995,2025-11-18,90,6,106,14,92,58,12,Healthy,Future
2996,2024-05-17,44,1,227,47,180,131,14,Healthy,Current
2997,2025-02-15,28,1,30,75,0,120,10,Stockout,Current
2998,2024-01-28,104,3,74,85,0,80,8,Stockout,Current
2999,2024-11-17,49,5,19,72,0,123,35,Stockout,Current
3000,2024-08-13,99,6,234,47,187,109,8,Healthy,Future
3001,2024-09-06,83,1,212,43,169,104,0,Healthy,Future
3002,2024-10-14,100,2,23,37,0,66,33,Stockout,Current
3003,2024-04-02,7,4,119,90,29,130,5,Low Stock,Current
3004,2025-04-07,49,3,180,19,161,81,10,Healthy,Current
3005,2024-05-29,93,2,238,76,162,47,18,Healthy,Current
3006,2025-05-26,117,6,23,48,0,139,2,Stockout,Current
3007,2024-05-04,27,4,346,89,257,70,15,Healthy,Future
3008,2025-11-15,9,3,124,64,60,136,36,Low Stock,Future
3009,2025-07-26,94,6,235,27,208,118,13,Healthy,Current
3010,2025-09-10,66,4,171,10,161,99,18,Healthy,Future
3011,2024-12-27,28,3,226,60,166,120,45,Healthy,Future
3012,2025-05-01,115,4,302,87,215,82,20,Healthy,Future
3013,2024-01-08,26,6,60,51,9,96,37,Low Stock,Current
3014,2025-05-09,36,6,11,29,0,118,37,Stockout,Current
3015,2024-03-12,89,6,214,45,169,89,25,Healthy,Current
3016,2024-03-04,29,2,232,83,149,111,27,Healthy,Future
3017,2025-06-24,62,3,330,51,279,108,0,Healthy,Future
3018,2025-08-15,54,6,334,68,266,52,4,Healthy,Future
3019,2025-01-02,50,6,278,13,265,55,9,Healthy,Future
3020,2024-04-23,18,2,149,59,90,115,23,Low Stock,Future
3021,2024-02-22,85,6,208,3,205,77,5,Healthy,Future
3022,2024-12-31,68,6,30,88,0,53,42,Stockout,Current
3023,2025-04-30,69,4,255,29,226,132,21,Healthy,Future
3024,2025-09-24,86,6,38,25,13,136,8,Low Stock,Current
3025,2025-08-03,50,2,239,14,225,99,1,Healthy,Future
3026,2025-05-05,37,6,72,48,24,96,18,Low Stock,Current
3027,2025-07-12,32,6,109,57,52,74,3,Low Stock,Current
3028,2025-07-23,37,1,57,10,47,55,47,Low Stock,Current
3029,2024-02-23,104,1,66,84,0,135,3,Stockout,Current
3030,2024-04-28,98,6,130,40,90,140,15,Low Stock,Current
3031,2025-12-24,52,4,343,75,268,67,18,Healthy,Future
3032,2024-06-17,12,6,181,64,117,101,27,Healthy,Current
3033,2024-05-10,10,2,107,75,32,71,12,Low Stock,Future
3034,2024-10-26,45,6,69,62,7,92,36,Low Stock,Current
3035,2024-03-23,105,6,192,87,105,108,17,Low Stock,Future
3036,2025-10-06,66,4,27,75,0,41,19,Stockout,Current
3037,2024-06-04,10,6,79,47,32,131,10,Low Stock,Current
3038,2024-07-27,45,2,5,43,0,99,25,Stockout,Current
3039,2025-11-24,84,4,91,38,53,110,12,Low Stock,Current
3040,2025-01-14,110,6,37,65,0,95,13,Stockout,Current
3041,2024-06-22,114,3,189,43,146,88,34,Healthy,Future
3042,2025-12-06,8,6,108,46,62,90,22,Low Stock,Current
3043,2024-05-01,100,2,156,23,133,132,11,Healthy,Current
3044,2024-09-23,13,6,65,54,11,93,7,Low Stock,Future
3045,2025-01-30,102,3,132,61,71,96,44,Low Stock,Future
3046,2025-06-12,54,5,228,37,191,110,30,Healthy,Future
3047,2024-01-27,70,1,163,77,86,113,39,Low Stock,Current
3048,2024-03-10,40,6,139,68,71,65,26,Healthy,Current
3049,2024-01-21,38,1,175,26,149,103,46,Healthy,Current
3050,2024-03-26,104,2,55,64,0,41,39,Stockout,Current
3051,2025-07-26,37,2,139,70,69,112,37,Low Stock,Current
3052,2024-01-04,47,1,212,65,147,78,39,Healthy,Future
3053,2024-02-26,38,6,40,71,0,77,47,Stockout,Current
3054,2024-04-21,93,2,222,62,160,138,28,Healthy,Current
3055,2025-04-04,18,1,340,52,288,77,37,Healthy,Future
3056,2025-01-26,117,5,13,9,4,72,29,Low Stock,Current
3057,2024-04-15,65,6,18,39,0,44,32,Stockout,Current
3058,2025-01-16,119,3,198,15,183,79,4,Healthy,Future
3059,2024-04-02,79,6,104,75,29,117,25,Low Stock,Current
3060,2025-01-26,3,6,65,31,34,78,43,Low Stock,Current
3061,2024-02-21,37,6,252,81,171,97,22,Healthy,Current
3062,2025-01-08,94,6,282,88,194,86,22,Healthy,Future
3063,2025-04-10,70,6,44,75,0,135,11,Stockout,Current
3064,2024-01-09,59,3,233,29,204,112,24,Healthy,Future
3065,2024-05-04,22,2,219,50,169,70,11,Healthy,Current
3066,2025-12-14,77,6,116,90,26,113,39,Low Stock,Current
3067,2024-04-07,38,2,306,59,247,107,30,Healthy,Future
3068,2025-12-14,61,3,165,66,99,82,10,Healthy,Future
3069,2025-09-29,102,1,55,37,18,119,8,Low Stock,Future
3070,2025-07-18,102,6,162,20,142,56,23,Healthy,Current
3071,2024-01-20,94,1,52,61,0,61,33,Stockout,Current
3072,2025-06-25,85,5,72,38,34,126,39,Low Stock,Future
3073,2024-10-21,65,6,242,24,218,133,19,Healthy,Current
3074,2024-09-28,120,1,60,44,16,127,13,Low Stock,Future
3075,2024-05-20,110,2,117,87,30,48,4,Low Stock,Future
3076,2024-11-06,101,6,176,46,130,129,3,Healthy,Future
3077,2024-12-23,93,6,225,72,153,103,13,Healthy,Current
3078,2025-11-07,106,2,187,58,129,122,39,Healthy,Current
3079,2024-11-12,113,2,228,79,149,54,5,Healthy,Future
3080,2025-06-11,63,4,86,86,0,70,34,Stockout,Current
3081,2025-06-04,34,6,84,74,10,122,15,Low Stock,Current
3082,2024-01-12,47,2,323,85,238,110,40,Healthy,Future
3083,2024-06-25,77,2,84,0,84,120,29,Low Stock,Current
3084,2025-05-28,91,4,3,32,0,40,7,Stockout,Current
3085,2024-12-19,58,6,91,39,52,127,30,Low Stock,Future
3086,2025-07-12,102,1,163,1,162,42,30,Healthy,Current
3087,2024-09-06,112,3,257,13,244,41,17,Healthy,Current
3088,2024-12-15,60,2,138,61,77,60,32,Healthy,Current
3089,2024-03-18,24,2,167,84,83,45,6,Healthy,Future
3090,2025-07-21,86,6,36,70,0,90,12,Stockout,Current
3091,2025-10-01,29,1,316,65,251,68,31,Healthy,Future
3092,2024-02-15,4,3,265,47,218,47,23,Healthy,Future
3093,2024-04-05,120,5,53,64,0,84,8,Stockout,Current
3094,2024-02-23,4,6,127,68,59,46,1,Healthy,Current
3095,2024-11-04,18,3,133,33,100,139,4,Low Stock,Current
3096,2025-05-06,114,6,128,42,86,98,18,Low Stock,Current
3097,2025-03-17,63,6,5,53,0,134,43,Stockout,Current
3098,2025-10-27,16,6,105,82,23,100,32,Low Stock,Current
3099,2024-06-19,31,6,57,3,54,75,36,Low Stock,Future
3100,2025-03-09,94,6,59,3,56,49,43,Healthy,Current
3101,2025-01-26,28,6,311,5,306,62,40,Healthy,Future
3102,2025-10-27,81,6,147,45,102,67,35,Healthy,Future
3103,2024-05-28,48,1,88,66,22,96,28,Low Stock,Current
3104,2025-01-21,106,5,187,21,166,52,41,Healthy,Future
3105,2024-04-09,69,1,48,10,38,46,17,Low Stock,Current
3106,2025-10-09,117,6,49,7,42,115,42,Low Stock,Current
3107,2024-04-30,114,6,170,36,134,116,18,Healthy,Current
3108,2025-01-03,13,2,229,22,207,65,9,Healthy,Current
3109,2025-02-20,118,1,345,24,321,78,14,Healthy,Future
3110,2025-03-02,64,6,339,39,300,96,40,Healthy,Future
3111,2025-04-18,101,1,58,45,13,50,46,Low Stock,Future
3112,2024-08-07,79,4,31,78,0,101,36,Stockout,Current
3113,2025-08-13,51,4,174,4,170,128,10,Healthy,Current
3114,2025-12-15,101,6,100,28,72,72,45,Healthy,Current
3115,2024-10-14,50,1,4,41,0,50,8,Stockout,Current
3116,2024-06-18,62,5,196,79,117,117,16,Healthy,Current
3117,2025-04-19,32,6,322,38,284,124,33,Healthy,Future
3118,2024-09-25,12,6,165,58,107,80,27,Healthy,Current
3119,2025-08-26,40,2,211,69,142,99,42,Healthy,Current
3120,2024-08-06,36,1,350,41,309,40,9,Healthy,Future
3121,2025-09-09,80,3,291,26,265,61,46,Healthy,Future
3122,2025-08-10,106,2,298,2,296,107,41,Healthy,Future
3123,2024-02-22,37,2,150,88,62,41,29,Healthy,Future
3124,2025-05-29,29,5,255,7,248,78,36,Healthy,Current
3125,2025-11-15,73,6,80,19,61,95,9,Low Stock,Future
3126,2024-12-03,79,3,55,14,41,119,0,Low Stock,Current
3127,2024-04-13,72,4,260,6,254,97,22,Healthy,Future
3128,2025-01-25,64,1,251,39,212,113,29,Healthy,Future
3129,2024-08-27,106,1,115,2,113,135,17,Low Stock,Current
3130,2024-08-30,19,6,23,70,0,120,38,Stockout,Current
3131,2025-07-04,16,6,235,86,149,134,29,Healthy,Current
3132,2024-10-09,26,3,154,65,89,116,9,Low Stock,Current
3133,2025-06-03,41,4,56,90,0,78,42,Stockout,Current
3134,2024-04-08,46,2,66,88,0,72,13,Stockout,Future
3135,2025-10-20,37,5,267,70,197,115,33,Healthy,Future
3136,2025-10-11,109,6,231,31,200,67,47,Healthy,Current
3137,2025-10-06,114,3,119,50,69,80,44,Low Stock,Current
3138,2024-02-23,64,6,74,7,67,76,9,Low Stock,Current
3139,2024-07-30,47,6,239,89,150,41,34,Healthy,Future
3140,2025-06-19,24,1,23,77,0,120,43,Stockout,Current
3141,2024-03-08,12,5,275,79,196,75,39,Healthy,Future
3142,2024-04-12,32,1,254,18,236,94,47,Healthy,Future
3143,2024-02-09,3,6,213,74,139,66,10,Healthy,Future
3144,2025-11-16,117,6,166,66,100,75,35,Healthy,Current
3145,2024-07-05,114,5,4,4,0,42,30,Stockout,Current
3146,2025-10-02,5,2,52,54,0,119,7,Stockout,Current
3147,2024-01-15,15,5,231,63,168,76,32,Healthy,Current
3148,2024-12-18,115,6,338,53,285,46,45,Healthy,Future
3149,2025-12-15,80,4,99,60,39,49,46,Low Stock,Future
3150,2024-04-03,39,2,244,86,158,53,41,Healthy,Future
3151,2025-07-01,4,6,93,82,11,65,29,Low Stock,Future
3152,2024-05-14,18,3,65,18,47,60,16,Low Stock,Current
3153,2024-07-03,112,1,78,36,42,123,16,Low Stock,Future
3154,2024-09-04,57,4,158,71,87,64,8,Healthy,Current
3155,2025-11-12,107,1,281,53,228,94,41,Healthy,Future
3156,2024-09-15,68,6,185,39,146,84,46,Healthy,Current
3157,2024-09-02,84,4,90,54,36,53,17,Low Stock,Current
3158,2025-03-25,41,1,123,75,48,107,35,Low Stock,Future
3159,2025-08-19,64,1,78,87,0,94,27,Stockout,Current
3160,2024-04-25,76,6,45,84,0,65,19,Stockout,Current
3161,2024-11-28,85,3,138,68,70,119,36,Low Stock,Current
3162,2025-09-20,64,6,158,67,91,119,9,Low Stock,Future
3163,2025-09-13,97,2,290,78,212,70,47,Healthy,Future
3164,2024-11-11,112,6,116,57,59,80,30,Low Stock,Current
3165,2024-09-22,42,6,60,58,2,128,27,Low Stock,Current
3166,2025-08-16,4,6,308,5,303,95,42,Healthy,Future
3167,2024-08-20,92,1,109,12,97,68,40,Healthy,Current
3168,2024-08-05,66,6,164,23,141,88,47,Healthy,Current
3169,2025-03-14,98,5,37,33,4,108,21,Low Stock,Current
3170,2024-09-28,31,6,190,47,143,77,48,Healthy,Future
3171,2025-06-19,88,2,69,40,29,97,43,Low Stock,Current
3172,2024-03-21,90,1,13,23,0,140,22,Stockout,Current
3173,2025-01-04,6,3,96,54,42,113,50,Low Stock,Current
3174,2025-02-12,111,5,37,72,0,93,38,Stockout,Current
3175,2024-06-20,17,6,143,61,82,73,6,Healthy,Current
3176,2025-01-24,7,1,25,64,0,69,14,Stockout,Current
3177,2024-09-17,20,6,0,44,0,91,32,Stockout,Current
3178,2025-03-07,24,6,167,61,106,138,50,Low Stock,Future
3179,2024-05-28,65,6,256,45,211,139,44,Healthy,Future
3180,2024-02-24,100,6,284,68,216,139,27,Healthy,Future
3181,2024-10-23,57,6,348,78,270,106,18,Healthy,Future
3182,2024-04-18,100,6,25,38,0,55,50,Stockout,Current
3183,2025-06-04,40,3,70,8,62,84,3,Low Stock,Current
3184,2025-02-02,98,4,200,1,199,95,26,Healthy,Current
3185,2024-02-19,20,1,144,41,103,82,12,Healthy,Current
3186,2025-11-16,90,6,114,65,49,44,13,Healthy,Future
3187,2024-04-10,84,4,130,54,76,72,5,Healthy,Current
3188,2024-02-23,104,2,118,24,94,128,8,Low Stock,Current
3189,2024-09-01,68,2,54,16,38,77,2,Low Stock,Future
3190,2025-12-07,21,1,93,0,93,127,16,Low Stock,Future
3191,2024-07-03,112,3,232,66,166,99,21,Healthy,Current
3192,2025-05-09,99,3,106,20,86,76,14,Healthy,Current
3193,2024-06-24,58,6,328,59,269,43,44,Healthy,Future
3194,2025-06-19,55,6,114,88,26,47,27,Low Stock,Future
3195,2025-04-22,53,2,155,67,88,63,33,Healthy,Future
3196,2025-09-17,47,6,72,48,24,97,14,Low Stock,Current
3197,2024-07-21,113,2,244,40,204,119,3,Healthy,Current
3198,2024-12-20,85,3,7,61,0,54,49,Stockout,Current
3199,2025-06-27,80,1,102,0,102,42,16,Healthy,Current
3200,2024-12-11,12,5,118,1,117,74,26,Healthy,Current
3201,2025-06-11,20,2,155,16,139,51,38,Healthy,Current
3202,2025-02-11,87,1,258,11,247,114,20,Healthy,Future
3203,2024-11-08,76,2,155,36,119,104,3,Healthy,Current
3204,2024-10-05,42,6,146,84,62,100,24,Low Stock,Current
3205,2025-05-22,87,6,17,2,15,79,5,Low Stock,Current
3206,2025-11-11,66,6,358,51,307,41,7,Healthy,Future
3207,2024-04-24,59,3,28,43,0,77,17,Stockout,Current
3208,2024-12-06,5,6,332,60,272,74,32,Healthy,Future
3209,2024-11-04,60,2,144,76,68,42,36,Healthy,Current
3210,2025-11-06,34,1,11,27,0,78,38,Stockout,Current
3211,2024-06-25,89,6,255,27,228,101,26,Healthy,Current
3212,2025-01-01,72,5,102,1,101,120,37,Low Stock,Current
3213,2025-01-21,23,6,86,27,59,119,31,Low Stock,Current
3214,2024-05-14,23,6,292,45,247,72,41,Healthy,Future
3215,2025-03-24,67,3,200,4,196,70,34,Healthy,Current
3216,2025-11-29,5,6,12,24,0,63,10,Stockout,Current
3217,2025-04-04,11,1,141,64,77,134,42,Low Stock,Current
3218,2025-03-13,51,6,43,57,0,93,13,Stockout,Current
3219,2025-02-13,27,6,53,31,22,76,33,Low Stock,Current
3220,2024-11-28,24,2,292,40,252,139,5,Healthy,Future
3221,2024-01-11,88,6,63,68,0,127,25,Stockout,Future
3222,2025-08-17,20,6,50,53,0,67,25,Stockout,Current
3223,2025-09-25,32,6,162,21,141,96,18,Healthy,Current
3224,2024-03-20,18,6,46,48,0,119,18,Stockout,Current
3225,2025-07-26,9,4,76,74,2,136,38,Low Stock,Current
3226,2025-09-12,23,6,152,3,149,83,45,Healthy,Future
3227,2025-01-31,85,6,124,87,37,59,25,Low Stock,Current
3228,2024-08-04,80,3,143,23,120,109,15,Healthy,Current
3229,2025-07-24,39,6,241,3,238,95,13,Healthy,Current
3230,2024-03-11,22,1,3,81,0,87,46,Stockout,Current
3231,2024-09-02,90,1,83,10,73,55,35,Healthy,Future
3232,2025-04-12,75,5,250,51,199,97,33,Healthy,Current
3233,2024-04-01,73,5,59,57,2,109,39,Low Stock,Current
3234,2025-08-16,111,4,132,37,95,140,36,Low Stock,Current
3235,2025-08-09,71,6,84,5,79,129,25,Low Stock,Current
3236,2024-02-20,65,3,163,69,94,58,5,Healthy,Current
3237,2025-12-13,109,4,189,9,180,139,17,Healthy,Current
3238,2025-05-30,101,6,238,75,163,127,41,Healthy,Current
3239,2024-07-16,57,6,248,15,233,86,26,Healthy,Future
3240,2025-02-07,26,3,133,0,133,139,33,Low Stock,Current
3241,2025-04-20,39,2,145,6,139,44,27,Healthy,Future
3242,2024-01-22,40,6,296,18,278,44,9,Healthy,Future
3243,2025-12-09,2,6,86,70,16,118,34,Low Stock,Current
3244,2025-02-15,31,5,75,81,0,67,3,Stockout,Current
3245,2024-07-21,9,3,184,8,176,48,40,Healthy,Future
3246,2024-09-02,105,4,86,5,81,136,21,Low Stock,Future
3247,2025-08-28,97,4,310,86,224,115,46,Healthy,Future
3248,2025-09-13,91,1,91,8,83,123,25,Low Stock,Current
3249,2024-05-17,65,4,127,16,111,135,36,Low Stock,Current
3250,2024-06-21,28,2,116,19,97,59,48,Healthy,Future
3251,2025-07-30,81,2,108,13,95,53,15,Healthy,Future
3252,2025-12-01,10,2,157,30,127,85,23,Healthy,Current
3253,2025-03-13,32,3,147,78,69,54,19,Healthy,Current
3254,2025-08-19,103,6,70,22,48,63,21,Low Stock,Current
3255,2025-01-01,19,6,240,32,208,98,38,Healthy,Current
3256,2025-01-26,57,6,186,10,176,44,7,Healthy,Current
3257,2025-01-15,41,6,56,62,0,66,29,Stockout,Current
3258,2024-09-10,24,6,59,55,4,85,13,Low Stock,Current
3259,2024-10-08,110,5,74,21,53,135,36,Low Stock,Current
3260,2024-02-08,46,1,200,66,134,83,4,Healthy,Future
3261,2025-03-21,17,2,69,79,0,105,5,Stockout,Current
3262,2025-01-23,116,6,318,4,314,129,36,Healthy,Future
3263,2024-03-26,102,6,269,12,257,135,4,Healthy,Future
3264,2024-04-25,11,6,182,72,110,66,29,Healthy,Current
3265,2024-11-17,108,6,99,28,71,115,19,Low Stock,Future
3266,2025-03-10,16,3,160,87,73,81,22,Low Stock,Current
3267,2024-04-24,2,5,309,46,263,82,21,Healthy,Future
3268,2024-06-18,108,3,72,51,21,77,43,Low Stock,Current
3269,2025-03-24,22,5,173,14,159,93,39,Healthy,Future
3270,2025-10-16,8,4,26,52,0,130,9,Stockout,Current
3271,2024-02-18,96,5,240,26,214,115,32,Healthy,Current
3272,2025-07-23,94,1,61,73,0,54,6,Stockout,Future
3273,2024-03-26,84,6,359,68,291,95,39,Healthy,Future
3274,2025-09-24,78,1,183,23,160,127,13,Healthy,Future
3275,2025-11-20,66,2,121,35,86,136,8,Low Stock,Current
3276,2024-04-21,60,6,73,14,59,46,0,Healthy,Current
3277,2025-09-14,70,3,111,61,50,133,16,Low Stock,Current
3278,2024-05-03,39,1,299,80,219,107,47,Healthy,Future
3279,2024-10-06,65,6,238,20,218,95,31,Healthy,Current
3280,2024-07-20,119,1,119,27,92,48,19,Healthy,Current
3281,2024-12-10,89,2,6,83,0,108,36,Stockout,Current
3282,2025-08-14,71,1,151,5,146,82,7,Healthy,Future
3283,2024-09-27,98,2,150,19,131,107,4,Healthy,Future
3284,2025-03-04,106,3,183,10,173,44,16,Healthy,Current
3285,2024-12-13,108,6,177,5,172,129,42,Healthy,Current
3286,2024-06-29,55,4,176,54,122,83,19,Healthy,Future
3287,2025-01-06,14,1,142,47,95,51,39,Healthy,Current
3288,2024-09-24,47,3,252,52,200,43,5,Healthy,Current
3289,2025-11-30,1,6,287,55,232,116,43,Healthy,Future
3290,2024-07-05,3,5,80,84,0,86,13,Stockout,Future
3291,2024-11-21,92,3,15,36,0,134,10,Stockout,Current
3292,2024-07-10,65,2,221,26,195,56,14,Healthy,Future
3293,2025-11-29,88,2,295,36,259,127,21,Healthy,Future
3294,2025-02-20,113,5,107,18,89,74,9,Healthy,Future
3295,2025-02-27,81,1,12,14,0,47,15,Stockout,Current
3296,2025-07-30,119,2,61,40,21,68,27,Low Stock,Current
3297,2024-08-17,50,6,71,21,50,64,9,Low Stock,Current
3298,2025-01-22,46,3,145,18,127,105,14,Healthy,Current
3299,2024-10-11,63,4,330,37,293,50,20,Healthy,Future
3300,2025-09-19,27,6,83,28,55,52,48,Healthy,Current
3301,2024-03-07,98,6,204,65,139,67,49,Healthy,Current
3302,2025-02-02,106,6,263,48,215,64,4,Healthy,Future
3303,2025-12-28,118,4,235,71,164,53,10,Healthy,Future
3304,2024-01-27,12,1,165,90,75,44,48,Healthy,Current
3305,2024-04-23,77,6,116,55,61,68,13,Low Stock,Future
3306,2024-02-26,17,1,244,44,200,139,11,Healthy,Current
3307,2025-12-01,23,6,334,87,247,77,11,Healthy,Future
3308,2025-10-13,38,5,205,73,132,104,27,Healthy,Current
3309,2025-06-20,96,1,80,63,17,98,24,Low Stock,Current
3310,2024-08-10,4,6,344,35,309,45,13,Healthy,Future
3311,2024-05-28,64,3,37,40,0,101,28,Stockout,Current
3312,2024-09-17,22,2,357,66,291,89,30,Healthy,Future
3313,2025-08-01,95,1,60,35,25,62,49,Low Stock,Current
3314,2025-10-30,104,5,60,22,38,60,4,Low Stock,Current
3315,2024-02-19,112,3,57,30,27,100,29,Low Stock,Current
3316,2025-11-03,75,6,185,33,152,105,4,Healthy,Current
3317,2025-02-19,82,5,219,84,135,117,24,Healthy,Current
3318,2024-04-14,32,6,50,7,43,85,35,Low Stock,Current
3319,2025-01-25,73,5,264,60,204,132,35,Healthy,Future
3320,2024-09-04,118,3,226,4,222,103,38,Healthy,Current
3321,2025-01-01,78,6,231,8,223,61,29,Healthy,Current
3322,2024-12-10,24,6,15,16,0,118,32,Stockout,Current
3323,2024-03-02,4,1,208,4,204,94,44,Healthy,Future
3324,2024-07-13,76,1,140,56,84,97,29,Low Stock,Current
3325,2024-04-01,15,4,72,27,45,101,47,Low Stock,Current
3326,2025-03-10,78,4,219,42,177,138,20,Healthy,Current
3327,2024-12-19,65,6,158,33,125,66,30,Healthy,Current
3328,2024-11-01,45,3,86,85,1,91,2,Low Stock,Current
3329,2024-06-09,59,1,99,37,62,102,35,Low Stock,Current
3330,2025-02-08,95,5,0,47,0,70,11,Stockout,Current
3331,2024-06-22,70,1,289,16,273,94,47,Healthy,Future
3332,2025-10-21,48,5,71,64,7,58,5,Low Stock,Future
3333,2025-11-13,48,6,158,90,68,88,10,Low Stock,Current
3334,2025-04-06,86,2,1,26,0,64,10,Stockout,Current
3335,2025-02-02,90,6,236,55,181,114,42,Healthy,Future
3336,2024-03-11,9,6,294,60,234,53,21,Healthy,Future
3337,2025-02-08,17,4,9,42,0,117,44,Stockout,Current
3338,2025-12-04,8,4,163,68,95,73,4,Healthy,Current
3339,2024-08-15,46,4,274,50,224,77,27,Healthy,Future
3340,2024-03-15,84,2,249,60,189,140,26,Healthy,Future
3341,2025-12-14,108,3,41,44,0,54,17,Stockout,Current
3342,2025-12-28,107,5,35,83,0,67,26,Stockout,Current
3343,2024-11-05,85,5,224,51,173,88,14,Healthy,Future
3344,2025-11-02,34,6,66,45,21,44,41,Low Stock,Current
3345,2024-04-09,103,6,315,0,315,73,38,Healthy,Future
3346,2025-10-09,52,1,10,83,0,76,20,Stockout,Current
3347,2024-06-15,4,1,89,27,62,103,39,Low Stock,Current
3348,2024-04-25,90,3,161,35,126,59,35,Healthy,Future
3349,2025-05-08,106,4,90,87,3,124,15,Low Stock,Current
3350,2025-02-11,74,2,250,75,175,121,14,Healthy,Future
3351,2024-04-12,82,5,56,50,6,100,27,Low Stock,Future
3352,2024-05-20,83,1,159,81,78,139,7,Low Stock,Current
3353,2025-01-13,13,1,64,19,45,122,22,Low Stock,Current
3354,2024-06-07,89,5,96,75,21,57,46,Low Stock,Current
3355,2024-12-05,4,6,34,59,0,92,27,Stockout,Current
3356,2025-06-05,100,5,39,65,0,115,10,Stockout,Current
3357,2024-05-03,19,4,109,84,25,65,28,Low Stock,Current
3358,2025-10-08,50,1,283,76,207,58,42,Healthy,Future
3359,2024-01-05,88,1,179,21,158,135,37,Healthy,Current
3360,2024-07-16,117,1,144,26,118,45,48,Healthy,Future
3361,2025-07-05,62,6,203,48,155,87,5,Healthy,Current
3362,2025-09-09,3,6,179,3,176,62,0,Healthy,Current
3363,2024-10-16,9,6,206,20,186,137,27,Healthy,Future
3364,2024-04-22,112,6,137,74,63,110,21,Low Stock,Future
3365,2025-02-21,43,6,2,46,0,139,6,Stockout,Current
3366,2024-05-25,48,3,65,81,0,60,29,Stockout,Current
3367,2024-07-04,25,3,18,76,0,76,4,Stockout,Current
3368,2025-12-24,110,1,75,16,59,124,16,Low Stock,Current
3369,2025-02-20,78,3,231,34,197,118,11,Healthy,Future
3370,2024-10-01,43,4,185,44,141,89,34,Healthy,Current
3371,2025-05-06,66,3,320,31,289,41,9,Healthy,Future
3372,2024-02-17,91,3,245,60,185,124,13,Healthy,Future
3373,2025-12-18,43,5,240,14,226,80,15,Healthy,Future
3374,2024-09-19,82,3,148,15,133,42,23,Healthy,Current
3375,2025-06-06,36,6,127,23,104,88,13,Healthy,Future
3376,2025-09-14,58,6,228,10,218,42,43,Healthy,Current
3377,2025-02-01,29,6,20,23,0,51,18,Stockout,Current
3378,2025-04-25,49,6,44,74,0,109,11,Stockout,Future
3379,2025-03-24,115,6,234,0,234,137,44,Healthy,Current
3380,2024-04-10,95,1,184,73,111,112,5,Low Stock,Future
3381,2025-02-02,21,1,226,22,204,64,8,Healthy,Current
3382,2024-07-12,116,6,271,49,222,56,15,Healthy,Future
3383,2024-07-29,69,1,300,17,283,73,33,Healthy,Future
3384,2024-01-12,40,6,191,17,174,105,33,Healthy,Future
3385,2025-12-01,27,2,257,10,247,135,25,Healthy,Current
3386,2024-12-28,99,6,181,56,125,69,21,Healthy,Future
3387,2024-08-18,53,2,87,59,28,126,0,Low Stock,Current
3388,2024-10-15,112,3,76,55,21,71,39,Low Stock,Current
3389,2025-07-20,61,1,237,5,232,115,41,Healthy,Current
3390,2024-01-15,43,6,85,90,0,55,11,Stockout,Current
3391,2024-01-08,78,2,214,24,190,59,9,Healthy,Current
3392,2024-03-13,78,2,32,0,32,93,35,Low Stock,Current
3393,2025-12-09,75,1,153,73,80,55,29,Healthy,Current
3394,2025-10-10,86,6,127,17,110,120,34,Low Stock,Current
3395,2024-02-27,14,6,332,3,329,107,24,Healthy,Future
3396,2025-01-29,107,3,127,37,90,103,26,Low Stock,Current
3397,2024-05-25,75,2,158,60,98,125,8,Low Stock,Current
3398,2024-06-07,95,6,206,84,122,133,12,Low Stock,Future
3399,2025-12-24,65,4,62,59,3,133,13,Low Stock,Future
3400,2025-06-13,109,5,16,57,0,78,1,Stockout,Current
3401,2025-08-20,62,6,308,40,268,95,26,Healthy,Future
3402,2025-12-15,24,1,109,33,76,58,33,Healthy,Current
3403,2024-02-09,11,2,145,32,113,101,40,Healthy,Current
3404,2025-08-21,106,4,54,17,37,89,34,Low Stock,Current
3405,2025-11-22,64,6,162,42,120,102,37,Healthy,Future
3406,2024-01-29,30,2,196,10,186,112,16,Healthy,Current
3407,2025-11-20,107,3,195,90,105,41,38,Healthy,Future
3408,2025-03-15,59,6,138,77,61,55,33,Healthy,Current
3409,2025-11-22,96,2,243,7,236,128,4,Healthy,Future
3410,2024-04-30,95,6,244,38,206,135,38,Healthy,Future
3411,2024-10-02,119,2,216,61,155,135,35,Healthy,Current
3412,2024-01-28,40,6,66,45,21,112,38,Low Stock,Current
3413,2025-09-18,48,5,11,2,9,55,19,Low Stock,Current
3414,2024-10-01,30,5,39,32,7,65,47,Low Stock,Current
