return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount,replacement_requested,scenario_phase
1256,11187,777,116,2025-10-25,Changed Mind,131.79,Yes,Current
1257,5972,389,43,2025-01-27,Changed Mind,99.96,No,Future
1258,8596,856,19,2025-08-21,Delivery Delay,104.26,No,Current
1259,9701,217,43,2025-03-11,Damaged Product,106.33,Yes,Current
1260,9887,951,12,2025-05-31,Delivery Delay,176.31,No,Current
1261,2568,977,4,2025-09-16,Delivery Delay,105.22,Yes,Current
1262,4023,948,26,2025-11-02,Size Issue,111.71,No,Current
1263,8350,577,97,2025-08-27,Delivery Delay,49.6,Yes,Future
1264,3751,264,91,2025-05-30,Delivery Delay,76.0,Yes,Current
1265,4963,102,7,2025-06-20,Size Issue,165.95,No,Future
1266,10256,562,99,2025-10-20,Damaged Product,147.11,Yes,Current
1267,6182,514,21,2025-06-01,Changed Mind,39.23,Yes,Current
1268,10110,634,72,2024-06-21,Delivery Delay,130.16,Yes,Current
1269,1585,268,62,2025-08-01,Damaged Product,168.2,Yes,Current
1270,7798,667,5,2025-09-20,Size Issue,109.32,Yes,Current
1271,6448,170,11,2025-03-02,Delivery Delay,30.72,No,Current
1272,6669,565,29,2025-06-16,Delivery Delay,109.59,Yes,Future
1273,7788,814,110,2024-04-22,Wrong Item,137.3,No,Current
1274,11608,958,120,2025-09-20,Wrong Item,34.21,No,Current
1275,266,754,7,2024-11-02,Damaged Product,149.78,No,Current
1276,5091,858,109,2025-02-21,Size Issue,61.59,Yes,Future
1277,2072,348,87,2024-08-15,Wrong Item,62.32,Yes,Future
1278,6369,169,30,2025-11-12,Damaged Product,26.3,No,Current
1279,2237,472,39,2025-09-28,Delivery Delay,127.25,Yes,Current
1280,2363,105,8,2025-11-21,Size Issue,49.52,No,Future
1281,1958,174,50,2025-12-04,Delivery Delay,78.89,No,Current
1282,6599,728,63,2025-11-10,Changed Mind,49.55,Yes,Current
1283,5513,498,43,2024-12-10,Size Issue,105.52,No,Current
1284,1819,147,27,2025-02-11,Delivery Delay,128.54,Yes,Current
1285,4608,139,39,2025-05-20,Delivery Delay,125.14,No,Current
1286,3924,11,116,2025-12-27,Size Issue,124.81,Yes,Future
1287,3741,276,85,2025-09-11,Size Issue,128.28,Yes,Current
1288,4335,173,24,2025-08-03,Changed Mind,109.13,Yes,Future
1289,10418,545,92,2025-01-10,Delivery Delay,36.39,Yes,Current
1290,11793,930,9,2025-12-27,Size Issue,94.17,Yes,Future
1291,5916,892,78,2025-04-15,Wrong Item,55.44,Yes,Current
1292,3017,467,76,2025-05-02,Delivery Delay,123.25,No,Current
1293,464,38,95,2024-10-08,Delivery Delay,153.03,Yes,Current
1294,9,846,23,2025-10-21,Size Issue,84.57,No,Future
1295,656,861,51,2025-01-10,Damaged Product,106.79,Yes,Current
1296,3679,545,12,2025-02-28,Delivery Delay,132.39,Yes,Current
1297,6408,459,39,2025-07-04,Size Issue,124.35,Yes,Future
1298,1968,767,93,2025-11-24,Damaged Product,115.53,No,Current
1299,7576,339,7,2025-06-13,Damaged Product,135.7,Yes,Current
1300,2588,13,33,2025-11-03,Delivery Delay,168.86,Yes,Current
1301,10104,581,40,2025-08-13,Changed Mind,26.11,Yes,Current
1302,3948,90,17,2025-07-11,Delivery Delay,132.35,Yes,Current
1303,9615,116,17,2024-08-15,Size Issue,110.65,Yes,Current
1304,2359,718,101,2025-10-23,Size Issue,122.6,No,Future
1305,7767,457,12,2025-05-20,Changed Mind,157.42,Yes,Future
1306,6782,278,109,2025-12-29,Wrong Item,46.65,Yes,Current
1307,4061,607,68,2025-05-18,Damaged Product,73.82,Yes,Current
1308,2405,32,68,2025-10-16,Delivery Delay,67.02,No,Current
1309,781,284,44,2025-12-30,Size Issue,102.42,Yes,Future
1310,2075,96,84,2025-09-10,Changed Mind,105.22,No,Future
1311,2001,45,94,2025-10-13,Changed Mind,48.06,No,Future
1312,11367,104,6,2025-12-12,Size Issue,89.61,No,Current
1313,3016,157,85,2025-07-28,Damaged Product,99.67,No,Future
1314,1524,767,103,2025-01-27,Size Issue,88.44,No,Future
1315,9914,622,13,2025-11-03,Size Issue,88.32,No,Current
1316,7257,756,70,2024-11-19,Damaged Product,89.19,No,Current
1317,600,527,109,2025-03-25,Size Issue,65.22,No,Future
1318,5870,521,116,2025-11-13,Changed Mind,135.15,Yes,Current
1319,3582,124,61,2025-11-05,Delivery Delay,68.41,No,Current
1320,7852,346,42,2025-12-28,Changed Mind,64.61,No,Future
1321,3355,75,74,2025-10-10,Changed Mind,111.62,No,Future
1322,6314,870,37,2024-06-27,Delivery Delay,102.89,Yes,Current
1323,5307,651,4,2025-10-28,Damaged Product,111.7,No,Current
1324,621,102,84,2025-01-12,Size Issue,80.24,No,Current
1325,10922,59,8,2024-10-30,Damaged Product,47.36,Yes,Current
1326,1419,383,24,2025-09-08,Damaged Product,136.39,Yes,Current
1327,11071,623,61,2025-12-13,Size Issue,60.52,Yes,Future
1328,6246,48,45,2025-12-08,Delivery Delay,24.03,No,Current
1329,3968,603,84,2025-08-11,Damaged Product,78.95,Yes,Current
1330,8158,109,83,2025-11-02,Delivery Delay,60.29,Yes,Future
1331,11802,791,62,2025-12-30,Size Issue,174.08,Yes,Current
1332,1978,262,35,2025-10-25,Size Issue,39.0,No,Future
1333,6153,932,79,2025-03-23,Size Issue,174.4,No,Future
1334,6082,513,86,2025-11-11,Size Issue,102.35,Yes,Current
1335,2635,616,66,2025-05-08,Delivery Delay,80.26,Yes,Future
1336,8092,836,50,2025-04-29,Size Issue,76.84,Yes,Future
1337,5440,507,45,2025-11-17,Damaged Product,22.55,No,Future
1338,3510,944,21,2025-10-12,Changed Mind,34.29,Yes,Current
1339,7455,193,42,2025-12-30,Size Issue,54.88,Yes,Future
1340,10002,860,6,2025-11-05,Wrong Item,90.96,Yes,Future
1341,9256,530,10,2024-12-08,Size Issue,70.01,Yes,Current
1342,225,828,22,2025-12-26,Size Issue,100.06,Yes,Future
1343,5193,330,50,2025-12-04,Size Issue,78.26,No,Future
1344,11996,963,81,2025-08-05,Damaged Product,94.56,No,Current
1345,8447,48,58,2024-10-27,Damaged Product,91.88,Yes,Current
1346,11705,152,27,2025-12-28,Changed Mind,124.46,No,Future
1347,2984,118,109,2025-07-24,Delivery Delay,46.68,Yes,Future
1348,9267,902,44,2024-10-22,Size Issue,77.41,Yes,Future
1349,8328,127,37,2025-12-30,Delivery Delay,139.74,Yes,Current
1350,88,121,80,2025-11-23,Size Issue,85.66,No,Future
1351,5717,433,75,2024-11-04,Damaged Product,102.97,No,Current
1352,8182,928,35,2025-07-14,Damaged Product,29.07,No,Current
1353,10576,582,22,2024-08-21,Damaged Product,114.78,Yes,Current
1354,6165,791,108,2025-07-29,Size Issue,47.5,Yes,Future
1355,1522,458,88,2025-02-25,Size Issue,35.01,Yes,Current
1356,3154,132,38,2025-10-04,Delivery Delay,80.31,Yes,Current
1357,8115,982,116,2025-05-05,Delivery Delay,122.47,Yes,Current
1358,4553,187,94,2025-12-27,Damaged Product,47.75,No,Future
1359,11060,629,93,2025-12-08,Delivery Delay,84.09,Yes,Current
1360,10874,358,99,2025-07-22,Delivery Delay,170.6,Yes,Current
1361,10223,895,31,2025-10-25,Wrong Item,48.36,Yes,Current
1362,1907,309,25,2025-11-02,Size Issue,26.3,No,Current
1363,8146,240,105,2025-04-10,Delivery Delay,39.68,Yes,Current
1364,11364,301,1,2025-06-14,Size Issue,91.86,Yes,Current
1365,307,353,57,2025-11-25,Damaged Product,128.28,No,Current
1366,8753,841,39,2025-07-11,Size Issue,110.94,No,Future
1367,8979,887,2,2025-10-19,Damaged Product,179.66,Yes,Future
1368,9714,724,107,2025-10-01,Delivery Delay,35.72,No,Current
1369,6882,735,14,2025-10-22,Wrong Item,82.23,No,Current
1370,282,824,11,2025-07-03,Wrong Item,36.45,No,Current
1371,494,898,113,2025-05-13,Damaged Product,87.18,No,Current
1372,5143,173,82,2025-11-17,Changed Mind,110.97,Yes,Future
1373,7901,16,20,2024-10-27,Wrong Item,74.38,Yes,Current
1374,5523,121,103,2025-10-10,Size Issue,80.78,Yes,Future
1375,7601,288,104,2025-09-28,Size Issue,121.0,Yes,Future
1376,2147,352,75,2025-07-29,Delivery Delay,103.6,No,Current
1377,9740,234,41,2025-11-08,Wrong Item,82.49,Yes,Future
1378,10456,520,77,2024-11-26,Size Issue,109.78,Yes,Current
1379,2264,503,92,2025-11-25,Delivery Delay,33.64,No,Current
1380,4916,635,112,2025-07-28,Changed Mind,129.52,No,Future
1381,5163,57,41,2025-11-24,Size Issue,108.85,Yes,Current
1382,7786,347,48,2025-01-10,Size Issue,86.21,No,Future
1383,10683,536,104,2025-04-20,Size Issue,142.74,No,Future
1384,10132,988,86,2024-03-20,Delivery Delay,91.71,Yes,Future
1385,1714,210,32,2025-05-17,Size Issue,174.46,No,Future
1386,10274,667,49,2025-09-15,Delivery Delay,101.48,Yes,Current
1387,1890,992,99,2025-08-02,Size Issue,156.67,Yes,Future
1388,3968,603,84,2025-08-30,Wrong Item,102.61,No,Current
1389,5566,817,67,2025-12-11,Wrong Item,165.07,No,Current
1390,987,114,119,2025-12-22,Size Issue,20.0,Yes,Future
1391,615,902,116,2025-11-01,Wrong Item,129.52,No,Current
1392,10411,599,98,2025-07-13,Size Issue,181.28,No,Current
1393,2826,528,64,2025-06-26,Wrong Item,74.95,No,Current
1394,6114,528,85,2025-08-21,Size Issue,123.84,Yes,Current
1395,2630,76,103,2025-02-11,Delivery Delay,93.78,No,Current
1396,7686,60,104,2025-08-04,Wrong Item,136.47,Yes,Current
1397,358,729,22,2025-04-22,Delivery Delay,91.48,No,Current
1398,10865,208,36,2024-08-21,Damaged Product,140.05,Yes,Current
1399,7940,415,107,2025-05-07,Wrong Item,41.77,Yes,Current
1400,5886,244,74,2025-12-25,Size Issue,92.8,Yes,Future
