order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,delivery_delay_days,delivery_status,sales_channel,scenario_phase
10193,2024-03-30,110,64,6,2,106.6,30.14,213.2,183.06,5,Late,Online,Current
10194,2024-07-19,567,43,6,2,129.42,12.37,258.84,246.47,0,On Time,Online,Current
10195,2024-10-26,558,43,1,3,129.42,8.85,388.26,379.41,0,On Time,Click & Collect,Current
10196,2024-09-24,270,41,6,3,110.65,12.16,331.95,319.79,0,On Time,Online,Future
10197,2024-06-10,149,76,6,2,128.17,20.21,256.34,236.13,5,Late,Online,Current
10198,2024-09-23,456,119,6,4,21.52,6.14,86.08,79.94,0,On Time,Online,Current
10199,2025-03-26,225,26,6,1,117.76,17.85,117.76,99.91,3,Late,Online,Current
10200,2024-02-19,956,56,3,2,166.72,33.26,333.44,300.18,0,On Time,In-Store,Future
10201,2025-12-22,111,67,2,4,214.61,1.44,858.44,857.0,0,On Time,Online,Current
10202,2024-05-19,167,38,3,1,97.97,30.58,97.97,67.39,0,On Time,Online,Future
10203,2024-11-03,230,54,6,1,110.37,26.11,110.37,84.26,0,On Time,Online,Current
10204,2024-03-16,348,88,1,1,41.48,12.92,41.48,28.56,0,On Time,Wholesale,Future
10205,2025-03-01,410,117,1,2,131.87,5.24,263.74,258.5,2,Late,Wholesale,Current
10206,2025-05-12,163,111,6,3,139.05,17.91,417.15,399.24,1,Late,Online,Current
10207,2025-09-08,647,63,6,2,50.08,25.48,100.16,74.68,0,On Time,Online,Future
10208,2024-01-04,51,18,5,1,53.11,18.69,53.11,34.42,0,On Time,Online,Future
10209,2024-08-21,396,21,6,2,44.65,4.6,89.3,84.7,0,On Time,Online,Current
10210,2025-07-31,49,38,5,1,97.97,17.09,97.97,80.88,0,On Time,Online,Future
10211,2024-11-25,165,90,1,3,82.64,25.78,247.92,222.14,0,On Time,Click & Collect,Current
10212,2024-08-21,534,91,1,4,85.5,18.86,342.0,323.14,0,On Time,Wholesale,Future
10213,2024-09-18,130,31,3,3,64.76,18.75,194.28,175.53,0,On Time,Click & Collect,Current
10214,2024-02-03,689,112,5,4,167.65,22.68,670.6,647.92,0,On Time,Online,Current
10215,2025-07-31,668,99,4,1,170.64,7.54,170.64,163.1,0,On Time,Online,Current
10216,2025-04-19,654,108,4,1,50.05,11.36,50.05,38.69,7,Late,Online,Current
10217,2025-05-20,377,81,6,1,110.75,5.11,110.75,105.64,0,On Time,Online,Current
10218,2025-03-24,712,86,2,1,102.94,6.36,102.94,96.58,0,On Time,In-Store,Current
10219,2025-03-13,539,69,6,2,82.06,9.77,164.12,154.35,0,On Time,Online,Future
10220,2025-07-14,729,7,6,3,172.34,30.92,517.02,486.1,0,On Time,Online,Current
10221,2024-09-07,965,70,2,2,117.81,3.04,235.62,232.58,0,On Time,Online,Current
10222,2025-03-02,377,1,3,4,125.71,30.14,502.84,472.7,0,On Time,Wholesale,Future
10223,2025-04-19,895,31,2,2,64.76,25.04,129.52,104.48,0,On Time,In-Store,Current
10224,2025-09-27,346,44,6,1,107.15,4.75,107.15,102.4,0,On Time,Online,Current
10225,2024-02-20,101,83,4,3,73.64,26.02,220.92,194.9,0,On Time,In-Store,Future
10226,2025-02-23,262,78,5,4,57.86,20.42,231.44,211.02,0,On Time,Online,Current
10227,2025-10-08,370,117,4,2,131.87,23.38,263.74,240.36,4,Late,Online,Current
10228,2024-01-25,138,50,1,4,97.72,26.39,390.88,364.49,0,On Time,Wholesale,Future
10229,2024-10-23,784,38,1,4,97.97,14.77,391.88,377.11,0,On Time,Online,Current
10230,2025-10-30,828,37,1,1,141.5,29.25,141.5,112.25,0,On Time,Online,Future
10231,2024-08-20,813,38,4,2,97.97,17.67,195.94,178.27,0,On Time,Wholesale,Future
10232,2025-07-25,404,12,3,2,177.18,17.8,354.36,336.56,0,On Time,Wholesale,Future
10233,2024-11-18,560,90,6,2,82.64,29.5,165.28,135.78,0,On Time,Online,Future
10234,2024-11-13,567,11,4,1,40.32,22.19,40.32,18.13,6,Late,Online,Current
10235,2024-04-26,596,22,1,4,118.48,27.12,473.92,446.8,2,Late,Click & Collect,Current
10236,2025-11-02,964,95,6,1,168.8,32.26,168.8,136.54,0,On Time,Online,Current
10237,2025-01-21,571,84,6,4,108.1,29.77,432.4,402.63,0,On Time,Online,Current
10238,2025-05-19,687,61,6,1,82.33,22.63,82.33,59.7,2,Late,Online,Future
10239,2024-10-27,34,7,6,4,172.34,1.44,689.36,687.92,0,On Time,Online,Future
10240,2025-05-10,888,11,6,2,40.32,22.37,80.64,58.27,0,On Time,Online,Future
10241,2025-04-09,171,92,2,3,46.38,30.27,139.14,108.87,0,On Time,Click & Collect,Future
10242,2024-12-02,128,88,2,3,41.48,7.48,124.44,116.96,0,On Time,Online,Current
10243,2024-09-19,219,67,3,1,214.61,26.93,214.61,187.68,0,On Time,Wholesale,Current
10244,2025-12-25,678,95,2,3,168.8,17.51,506.4,488.89,4,Late,Click & Collect,Current
10245,2025-09-11,248,83,2,4,73.64,9.18,294.56,285.38,0,On Time,Click & Collect,Future
10246,2024-08-19,405,118,5,4,167.17,12.99,668.68,655.69,0,On Time,Click & Collect,Future
10247,2024-05-26,234,91,1,4,85.5,22.83,342.0,319.17,0,On Time,In-Store,Current
10248,2024-02-06,973,81,3,2,110.75,14.92,221.5,206.58,0,On Time,Wholesale,Future
10249,2024-07-07,664,95,3,4,168.8,7.88,675.2,667.32,0,On Time,Online,Current
10250,2025-08-20,365,68,6,4,76.01,19.8,304.04,284.24,0,On Time,Online,Current
10251,2025-01-26,788,12,6,1,177.18,12.19,177.18,164.99,0,On Time,Online,Future
10252,2025-07-29,909,43,2,4,129.42,29.12,517.68,488.56,0,On Time,In-Store,Future
10253,2025-10-14,249,3,6,4,182.39,33.52,729.56,696.04,0,On Time,Online,Current
10254,2025-04-01,559,66,1,1,105.25,21.29,105.25,83.96,4,Late,In-Store,Current
10255,2024-11-09,303,116,2,3,159.24,14.21,477.72,463.51,0,On Time,Online,Current
10256,2024-12-26,562,99,5,3,170.64,11.65,511.92,500.27,0,On Time,Online,Current
10257,2024-03-12,462,54,6,2,110.37,19.71,220.74,201.03,0,On Time,Online,Future
10258,2025-08-30,997,104,2,2,154.04,28.66,308.08,279.42,0,On Time,Online,Current
10259,2025-06-04,307,38,5,3,97.97,2.32,293.91,291.59,0,On Time,In-Store,Future
10260,2024-11-13,211,44,6,4,107.15,10.72,428.6,417.88,0,On Time,Online,Future
10261,2025-05-25,104,47,1,3,146.36,17.59,439.08,421.49,0,On Time,Online,Current
10262,2025-08-19,842,56,1,1,166.72,20.97,166.72,145.75,0,On Time,In-Store,Current
10263,2024-08-20,752,38,2,2,97.97,31.45,195.94,164.49,0,On Time,In-Store,Current
10264,2024-04-26,806,120,4,3,47.37,18.31,142.11,123.8,0,On Time,Click & Collect,Current
10265,2024-03-12,532,87,5,1,80.57,30.75,80.57,49.82,3,Late,Online,Current
10266,2025-11-20,843,6,2,2,127.67,1.74,255.34,253.6,0,On Time,Online,Future
10267,2025-04-28,71,87,6,1,80.57,0.01,80.57,80.56,0,On Time,Online,Current
10268,2025-11-24,913,22,2,2,118.48,25.66,236.96,211.3,0,On Time,Wholesale,Current
10269,2025-08-09,657,58,6,1,118.61,12.12,118.61,106.49,0,On Time,Online,Current
10270,2024-02-22,590,92,2,1,46.38,5.96,46.38,40.42,0,On Time,Online,Future
10271,2024-10-18,505,47,1,4,146.36,22.02,585.44,563.42,0,On Time,Online,Current
10272,2024-02-13,826,76,4,3,128.17,32.49,384.51,352.02,0,On Time,Wholesale,Future
10273,2025-11-02,775,86,6,4,102.94,7.79,411.76,403.97,0,On Time,Online,Current
10274,2025-01-11,667,49,2,4,134.92,32.84,539.68,506.84,0,On Time,Click & Collect,Current
10275,2024-11-20,736,77,2,3,132.93,9.91,398.79,388.88,0,On Time,Wholesale,Future
10276,2025-07-17,520,33,5,3,219.29,2.79,657.87,655.08,0,On Time,Click & Collect,Future
10277,2025-05-15,673,12,6,4,177.18,18.35,708.72,690.37,0,On Time,Online,Future
10278,2024-01-14,231,105,1,1,45.95,12.77,45.95,33.18,0,On Time,Online,Future
10279,2024-03-19,578,68,2,1,76.01,34.46,76.01,41.55,6,Late,Wholesale,Current
10280,2025-07-03,565,82,5,4,135.39,7.65,541.56,533.91,0,On Time,Online,Current
10281,2024-08-19,529,37,6,2,141.5,28.23,283.0,254.77,0,On Time,Online,Current
10282,2024-01-02,430,66,2,4,105.25,3.1,421.0,417.9,0,On Time,Online,Current
10283,2024-03-12,464,117,6,1,131.87,4.48,131.87,127.39,0,On Time,Wholesale,Future
10284,2024-11-11,997,15,6,1,76.6,2.68,76.6,73.92,0,On Time,Online,Future
10285,2025-06-21,901,1,1,3,125.71,32.27,377.13,344.86,0,On Time,Click & Collect,Current
10286,2025-09-08,240,2,1,2,200.36,19.44,400.72,381.28,0,On Time,Online,Current
10287,2024-08-21,736,88,6,2,41.48,32.62,82.96,50.34,0,On Time,Online,Current
10288,2024-12-05,726,100,6,4,91.89,17.05,367.56,350.51,0,On Time,In-Store,Future
10289,2025-05-17,902,40,1,2,35.44,17.83,70.88,53.05,0,On Time,Online,Current
10290,2025-06-17,202,5,5,3,140.44,30.46,421.32,390.86,0,On Time,Online,Current
10291,2025-06-07,67,38,4,4,97.97,34.79,391.88,357.09,0,On Time,Online,Future
10292,2025-07-27,741,25,5,4,27.12,34.77,108.48,73.71,0,On Time,Wholesale,Current
10293,2025-05-27,173,82,6,2,135.39,27.95,270.78,242.83,5,Late,Online,Current
10294,2025-11-13,400,49,1,1,134.92,1.57,134.92,133.35,0,On Time,Click & Collect,Future
10295,2025-09-12,89,38,1,1,97.97,5.97,97.97,92.0,0,On Time,Online,Current
10296,2025-07-31,30,62,4,4,180.58,16.59,722.32,705.73,0,On Time,In-Store,Future
10297,2025-02-28,535,107,4,3,49.65,8.29,148.95,140.66,0,On Time,Wholesale,Current
10298,2024-04-14,132,58,6,4,118.61,7.24,474.44,467.2,0,On Time,Online,Future
10299,2025-02-20,926,114,1,4,83.67,9.82,334.68,324.86,0,On Time,Online,Future
10300,2025-05-14,713,40,2,1,35.44,19.01,35.44,16.43,0,On Time,Online,Current
10301,2024-03-07,174,10,6,3,78.41,16.63,235.23,218.6,0,On Time,Online,Current
10302,2025-09-15,573,63,2,2,50.08,15.82,100.16,84.34,0,On Time,Wholesale,Future
10303,2025-11-11,128,16,5,4,103.76,22.1,415.04,392.94,0,On Time,Click & Collect,Current
10304,2024-03-21,435,8,6,4,62.57,31.13,250.28,219.15,0,On Time,Online,Future
10305,2025-08-05,320,60,3,2,148.3,21.79,296.6,274.81,0,On Time,Online,Current
10306,2024-01-25,91,7,3,1,172.34,8.78,172.34,163.56,0,On Time,Wholesale,Current
10307,2024-12-19,879,105,2,3,45.95,1.86,137.85,135.99,0,On Time,In-Store,Future
10308,2024-09-17,89,18,6,2,53.11,33.23,106.22,72.99,0,On Time,Online,Current
10309,2024-08-19,886,96,6,1,44.65,25.79,44.65,18.86,6,Late,Online,Current
10310,2025-05-30,69,49,6,2,134.92,8.14,269.84,261.7,1,Late,Online,Current
10311,2025-08-03,855,40,3,3,35.44,29.21,106.32,77.11,0,On Time,Online,Future
10312,2025-04-15,969,98,6,4,192.94,28.32,771.76,743.44,0,On Time,Online,Future
10313,2025-03-22,849,65,6,1,71.32,11.66,71.32,59.66,0,On Time,Click & Collect,Future
10314,2024-07-28,240,16,4,2,103.76,12.15,207.52,195.37,0,On Time,Wholesale,Current
10315,2024-05-28,208,6,5,1,127.67,30.37,127.67,97.3,0,On Time,Online,Current
10316,2024-05-30,460,35,6,1,41.4,22.95,41.4,18.45,0,On Time,Online,Current
10317,2025-07-21,344,5,1,4,140.44,2.63,561.76,559.13,0,On Time,Online,Future
10318,2024-07-02,772,39,4,3,128.17,8.23,384.51,376.28,0,On Time,Wholesale,Current
10319,2025-05-22,65,87,6,1,80.57,17.89,80.57,62.68,5,Late,Online,Current
10320,2025-12-30,10,1,1,1,125.71,15.41,125.71,110.3,0,On Time,Click & Collect,Future
10321,2024-02-10,852,69,5,2,82.06,4.08,164.12,160.04,0,On Time,In-Store,Future
10322,2025-10-16,814,75,6,4,112.15,34.99,448.6,413.61,0,On Time,Online,Future
10323,2025-01-09,849,49,2,3,134.92,23.43,404.76,381.33,0,On Time,Online,Future
10324,2025-11-22,579,26,6,2,117.76,13.05,235.52,222.47,0,On Time,Online,Current
10325,2025-04-18,375,118,5,1,167.17,3.75,167.17,163.42,1,Late,Online,Current
10326,2025-01-24,205,59,6,2,99.02,0.55,198.04,197.49,0,On Time,Online,Future
10327,2024-07-10,604,87,6,3,80.57,26.42,241.71,215.29,0,On Time,Wholesale,Future
10328,2025-06-04,455,109,6,4,65.96,23.61,263.84,240.23,0,On Time,Online,Future
10329,2024-10-06,129,34,6,3,116.01,33.92,348.03,314.11,0,On Time,Online,Future
10330,2024-08-31,294,118,5,4,167.17,27.53,668.68,641.15,0,On Time,Online,Current
10331,2025-04-02,710,107,6,4,49.65,5.89,198.6,192.71,0,On Time,Online,Future
10332,2025-06-11,539,62,5,2,180.58,6.08,361.16,355.08,0,On Time,Online,Future
10333,2025-06-27,921,41,6,2,110.65,27.1,221.3,194.2,0,On Time,Online,Current
10334,2025-11-23,317,41,6,2,110.65,0.05,221.3,221.25,1,Late,Online,Future
10335,2025-05-22,674,114,6,4,83.67,14.0,334.68,320.68,0,On Time,Online,Future
10336,2024-05-01,743,57,5,1,144.33,27.21,144.33,117.12,6,Late,In-Store,Current
10337,2025-04-05,713,39,6,2,128.17,11.49,256.34,244.85,0,On Time,Online,Future
10338,2024-04-22,500,111,6,2,139.05,18.29,278.1,259.81,0,On Time,Online,Current
10339,2024-10-31,817,38,2,1,97.97,26.81,97.97,71.16,0,On Time,Online,Current
10340,2025-09-12,228,23,6,1,87.41,30.82,87.41,56.59,0,On Time,Online,Current
10341,2025-07-07,110,78,6,3,57.86,24.21,173.58,149.37,0,On Time,Online,Future
10342,2025-08-10,949,106,1,3,28.51,13.12,85.53,72.41,2,Late,Wholesale,Current
10343,2025-07-04,601,1,6,4,125.71,21.9,502.84,480.94,0,On Time,Online,Future
10344,2025-04-14,781,111,6,4,139.05,26.9,556.2,529.3,4,Late,Online,Current
10345,2024-05-21,719,43,2,2,129.42,8.01,258.84,250.83,0,On Time,Click & Collect,Current
10346,2024-06-07,44,90,6,4,82.64,6.66,330.56,323.9,0,On Time,Online,Current
10347,2025-05-27,893,34,3,3,116.01,21.48,348.03,326.55,0,On Time,Online,Future
10348,2025-03-06,175,93,1,3,119.71,34.12,359.13,325.01,0,On Time,In-Store,Current
10349,2024-01-20,996,2,6,2,200.36,3.6,400.72,397.12,0,On Time,Online,Current
10350,2024-10-08,274,47,2,4,146.36,17.14,585.44,568.3,2,Late,In-Store,Current
10351,2025-12-20,179,46,6,1,117.41,27.74,117.41,89.67,0,On Time,Online,Future
10352,2025-04-26,181,87,1,2,80.57,26.48,161.14,134.66,5,Late,Online,Current
10353,2025-12-03,201,67,6,3,214.61,14.25,643.83,629.58,0,On Time,Online,Future
10354,2024-09-14,208,69,6,1,82.06,33.36,82.06,48.7,0,On Time,Online,Future
10355,2024-06-03,76,68,5,2,76.01,8.11,152.02,143.91,0,On Time,Online,Current
10356,2024-04-16,449,21,3,1,44.65,34.6,44.65,10.05,0,On Time,Online,Future
10357,2024-12-28,501,87,1,1,80.57,30.95,80.57,49.62,0,On Time,Click & Collect,Current
10358,2025-11-21,219,120,6,1,47.37,5.97,47.37,41.4,5,Late,Online,Current
10359,2024-01-28,187,116,5,3,159.24,25.61,477.72,452.11,4,Late,Wholesale,Current
10360,2025-11-03,313,34,6,3,116.01,9.94,348.03,338.09,0,On Time,Online,Current
10361,2025-05-19,913,18,5,2,53.11,12.29,106.22,93.93,0,On Time,Online,Future
10362,2024-05-06,853,40,6,4,35.44,20.31,141.76,121.45,3,Late,Online,Current
10363,2024-05-24,307,98,1,1,192.94,1.89,192.94,191.05,0,On Time,Online,Future
10364,2024-05-29,959,108,2,3,50.05,6.58,150.15,143.57,0,On Time,Online,Current
10365,2024-10-20,1,64,1,1,106.6,4.73,106.6,101.87,0,On Time,In-Store,Current
10366,2025-09-20,53,4,1,2,143.64,13.11,287.28,274.17,0,On Time,Online,Future
10367,2025-08-22,133,71,6,3,135.62,1.72,406.86,405.14,0,On Time,Online,Future
10368,2024-02-27,437,62,6,3,180.58,18.11,541.74,523.63,0,On Time,Online,Current
10369,2025-07-31,984,115,6,3,131.17,33.4,393.51,360.11,0,On Time,Online,Current
10370,2025-03-12,587,94,5,4,56.02,28.07,224.08,196.01,5,Late,Online,Current
10371,2024-03-04,855,6,6,4,127.67,32.25,510.68,478.43,0,On Time,Online,Future
10372,2024-09-26,28,42,6,3,65.4,17.83,196.2,178.37,0,On Time,Online,Future
10373,2025-06-10,186,65,2,1,71.32,24.9,71.32,46.42,0,On Time,In-Store,Current
10374,2024-09-25,728,70,6,3,117.81,16.9,353.43,336.53,0,On Time,Online,Current
10375,2025-08-30,259,41,1,3,110.65,14.89,331.95,317.06,0,On Time,Online,Current
10376,2025-02-05,282,60,2,3,148.3,0.4,444.9,444.5,4,Late,Online,Current
10377,2024-07-28,535,112,4,3,167.65,5.84,502.95,497.11,0,On Time,Online,Current
10378,2025-06-25,592,30,3,1,33.3,12.36,33.3,20.94,6,Late,Online,Current
10379,2025-09-06,920,89,1,1,144.37,0.48,144.37,143.89,2,Late,Click & Collect,Current
10380,2024-05-23,155,74,6,4,120.32,13.25,481.28,468.03,5,Late,Online,Current
10381,2025-05-27,524,66,2,1,105.25,22.04,105.25,83.21,0,On Time,Online,Current
10382,2025-07-27,219,79,6,1,174.91,7.61,174.91,167.3,0,On Time,Online,Future
10383,2024-03-31,422,108,6,1,50.05,9.21,50.05,40.84,0,On Time,Online,Current
10384,2024-01-03,219,66,6,4,105.25,21.89,421.0,399.11,0,On Time,Online,Future
10385,2024-09-23,581,115,6,4,131.17,27.77,524.68,496.91,3,Late,Online,Current
10386,2025-05-03,25,108,3,1,50.05,17.09,50.05,32.96,0,On Time,In-Store,Future
10387,2025-09-06,559,94,3,1,56.02,33.18,56.02,22.84,0,On Time,In-Store,Future
10388,2024-04-28,102,70,6,1,117.81,18.7,117.81,99.11,2,Late,Online,Future
10389,2025-10-06,680,84,5,3,108.1,4.59,324.3,319.71,6,Late,In-Store,Current
10390,2025-06-17,149,35,2,4,41.4,16.15,165.6,149.45,0,On Time,In-Store,Future
10391,2025-06-20,416,108,1,4,50.05,4.61,200.2,195.59,0,On Time,In-Store,Current
10392,2025-02-06,446,72,5,3,141.82,16.78,425.46,408.68,0,On Time,Online,Current
10393,2024-09-22,363,51,1,4,110.62,22.94,442.48,419.54,0,On Time,Click & Collect,Current
10394,2025-07-29,736,44,6,2,107.15,15.85,214.3,198.45,0,On Time,Online,Future
10395,2024-05-05,220,31,6,2,64.76,14.57,129.52,114.95,0,On Time,Online,Future
10396,2025-04-03,821,19,6,4,118.63,6.75,474.52,467.77,1,Late,Online,Current
10397,2025-01-31,665,43,6,4,129.42,33.6,517.68,484.08,0,On Time,Online,Future
10398,2025-01-20,325,103,6,4,113.76,17.77,455.04,437.27,0,On Time,Online,Future
10399,2024-10-31,844,65,6,2,71.32,26.99,142.64,115.65,0,On Time,Online,Current
10400,2025-08-16,594,15,6,2,76.6,32.72,153.2,120.48,2,Late,Online,Current
10401,2025-10-30,109,105,2,1,45.95,31.31,45.95,14.64,0,On Time,Online,Current
10402,2025-06-01,832,88,6,3,41.48,21.01,124.44,103.43,0,On Time,Online,Future
10403,2024-03-18,929,97,6,2,54.01,20.5,108.02,87.52,0,On Time,Online,Future
10404,2024-12-21,386,20,3,3,93.73,14.25,281.19,266.94,0,On Time,Online,Current
10405,2024-12-31,873,11,5,2,40.32,20.47,80.64,60.17,0,On Time,Online,Future
10406,2025-12-27,817,48,3,1,94.16,33.92,94.16,60.24,0,On Time,Click & Collect,Future
10407,2025-04-06,602,58,2,2,118.61,24.08,237.22,213.14,0,On Time,Online,Current
10408,2024-12-06,802,10,4,1,78.41,20.27,78.41,58.14,1,Late,Online,Future
10409,2024-10-09,321,38,1,2,97.97,5.31,195.94,190.63,0,On Time,Online,Future
10410,2025-11-14,154,4,2,4,143.64,34.4,574.56,540.16,0,On Time,Online,Current
10411,2024-01-04,599,98,6,3,192.94,34.87,578.82,543.95,0,On Time,Online,Current
10412,2025-04-22,356,23,6,2,87.41,30.66,174.82,144.16,3,Late,Online,Current
10413,2024-09-03,832,119,6,1,21.52,1.69,21.52,19.83,2,Late,Online,Current
10414,2024-01-02,712,67,1,1,214.61,29.43,214.61,185.18,0,On Time,Wholesale,Future
10415,2024-06-29,797,108,1,1,50.05,15.86,50.05,34.19,7,Late,Online,Current
10416,2024-04-26,759,67,3,1,214.61,27.93,214.61,186.68,0,On Time,Wholesale,Current
10417,2025-11-13,704,43,6,4,129.42,33.67,517.68,484.01,6,Late,Online,Current
10418,2024-11-07,545,92,6,4,46.38,5.83,185.52,179.69,0,On Time,Online,Current
10419,2024-11-20,42,22,6,2,118.48,32.72,236.96,204.24,0,On Time,Online,Future
10420,2024-07-10,389,72,2,3,141.82,1.22,425.46,424.24,0,On Time,Online,Future
10421,2024-08-14,466,14,6,2,85.15,29.42,170.3,140.88,0,On Time,Online,Current
10422,2025-09-08,45,106,1,1,28.51,29.91,28.51,-1.4,0,On Time,In-Store,Future
10423,2024-06-19,367,46,2,3,117.41,30.6,352.23,321.63,0,On Time,Wholesale,Future
10424,2025-11-26,303,85,6,4,142.01,12.23,568.04,555.81,0,On Time,Online,Future
10425,2025-03-19,794,98,6,4,192.94,4.16,771.76,767.6,0,On Time,Online,Future
10426,2024-05-15,410,20,6,3,93.73,24.02,281.19,257.17,0,On Time,Online,Current
10427,2025-04-08,424,92,3,1,46.38,23.43,46.38,22.95,0,On Time,Click & Collect,Current
10428,2025-04-26,649,47,5,2,146.36,19.8,292.72,272.92,0,On Time,In-Store,Current
10429,2025-09-10,738,58,1,4,118.61,29.72,474.44,444.72,0,On Time,Wholesale,Future
10430,2024-01-20,759,100,4,4,91.89,15.81,367.56,351.75,0,On Time,In-Store,Future
10431,2025-11-04,194,64,3,3,106.6,24.33,319.8,295.47,0,On Time,Online,Current
10432,2024-09-28,614,100,1,1,91.89,17.33,91.89,74.56,5,Late,In-Store,Current
10433,2025-10-06,879,40,6,1,35.44,32.61,35.44,2.83,0,On Time,Online,Future
10434,2024-11-09,827,96,2,1,44.65,27.5,44.65,17.15,0,On Time,Online,Future
10435,2025-03-08,958,95,1,1,168.8,15.05,168.8,153.75,0,On Time,Online,Future
10436,2024-04-15,544,58,6,2,118.61,18.6,237.22,218.62,0,On Time,Online,Future
10437,2024-08-18,746,38,1,3,97.97,29.47,293.91,264.44,0,On Time,Online,Current
10438,2024-04-07,993,115,2,3,131.17,22.74,393.51,370.77,0,On Time,Online,Current
10439,2024-04-27,782,91,1,1,85.5,20.64,85.5,64.86,2,Late,Online,Current
10440,2025-04-22,9,11,2,2,40.32,0.58,80.64,80.06,0,On Time,Click & Collect,Future
10441,2025-01-17,347,86,1,2,102.94,22.63,205.88,183.25,0,On Time,In-Store,Current
10442,2025-02-09,107,55,1,3,80.85,1.62,242.55,240.93,0,On Time,Online,Current
10443,2024-09-29,291,52,2,2,18.05,21.45,36.1,14.65,5,Late,Wholesale,Current
10444,2024-06-07,283,26,3,3,117.76,23.74,353.28,329.54,4,Late,Online,Current
10445,2025-09-04,752,120,1,4,47.37,18.93,189.48,170.55,0,On Time,Click & Collect,Future
10446,2025-11-09,83,59,6,3,99.02,7.4,297.06,289.66,0,On Time,Online,Future
10447,2025-07-30,546,68,6,4,76.01,10.07,304.04,293.97,0,On Time,Online,Future
10448,2025-07-02,393,110,1,2,159.94,0.54,319.88,319.34,0,On Time,Online,Current
10449,2024-08-16,648,112,4,3,167.65,10.01,502.95,492.94,0,On Time,Online,Current
10450,2025-10-15,157,107,3,2,49.65,22.37,99.3,76.93,0,On Time,Online,Future
10451,2025-06-25,975,37,6,4,141.5,27.5,566.0,538.5,0,On Time,Online,Future
10452,2025-09-03,459,42,2,3,65.4,21.5,196.2,174.7,0,On Time,Online,Future
10453,2025-09-27,594,25,6,2,27.12,27.75,54.24,26.49,0,On Time,Online,Current
10454,2024-12-16,80,39,6,3,128.17,33.08,384.51,351.43,0,On Time,Online,Future
10455,2025-03-06,34,105,2,1,45.95,23.92,45.95,22.03,0,On Time,Click & Collect,Current
10456,2024-07-17,520,77,1,2,132.93,15.39,265.86,250.47,7,Late,Wholesale,Current
10457,2025-08-03,226,36,1,1,162.38,7.0,162.38,155.38,0,On Time,Wholesale,Current
10458,2025-01-18,963,62,6,2,180.58,13.75,361.16,347.41,0,On Time,Online,Current
10459,2024-12-01,19,62,6,3,180.58,11.8,541.74,529.94,0,On Time,Online,Future
10460,2025-09-19,27,75,6,2,112.15,23.17,224.3,201.13,0,On Time,Online,Current
10461,2024-10-14,679,109,6,4,65.96,12.05,263.84,251.79,6,Late,Online,Current
10462,2024-11-15,109,114,1,4,83.67,21.05,334.68,313.63,0,On Time,Online,Current
10463,2025-11-15,639,65,6,3,71.32,17.05,213.96,196.91,0,On Time,Online,Current
10464,2025-05-18,378,44,5,1,107.15,1.13,107.15,106.02,0,On Time,Click & Collect,Current
10465,2025-04-30,28,110,3,4,159.94,16.94,639.76,622.82,0,On Time,Wholesale,Current
10466,2024-07-18,812,107,6,1,49.65,2.33,49.65,47.32,0,On Time,Online,Current
10467,2025-08-23,115,113,6,1,120.7,11.74,120.7,108.96,0,On Time,Online,Current
10468,2024-06-05,274,72,6,1,141.82,24.42,141.82,117.4,0,On Time,Online,Current
10469,2024-05-31,533,57,6,4,144.33,32.83,577.32,544.49,0,On Time,Click & Collect,Future
10470,2025-11-28,895,109,6,2,65.96,5.68,131.92,126.24,4,Late,Online,Current
10471,2024-08-17,836,5,1,4,140.44,33.12,561.76,528.64,0,On Time,Online,Future
10472,2024-01-27,1,76,3,2,128.17,5.95,256.34,250.39,0,On Time,Online,Current
10473,2025-10-17,603,9,6,3,102.79,10.15,308.37,298.22,0,On Time,Online,Future
10474,2024-01-23,55,118,6,1,167.17,30.78,167.17,136.39,0,On Time,Online,Current
10475,2025-11-08,229,107,6,3,49.65,1.75,148.95,147.2,0,On Time,Online,Future
10476,2024-10-30,768,52,6,4,18.05,32.73,72.2,39.47,0,On Time,Online,Future
10477,2025-02-17,202,65,4,1,71.32,26.04,71.32,45.28,0,On Time,Online,Current
10478,2025-07-10,898,119,6,4,21.52,12.86,86.08,73.22,0,On Time,Online,Future
10479,2024-06-28,824,28,4,3,154.21,20.71,462.63,441.92,0,On Time,Online,Future
10480,2024-06-10,119,74,1,2,120.32,18.11,240.64,222.53,2,Late,Click & Collect,Future
10481,2024-08-19,456,68,6,4,76.01,29.87,304.04,274.17,0,On Time,Online,Current
10482,2025-11-17,202,117,4,1,131.87,6.71,131.87,125.16,0,On Time,Online,Future
10483,2025-09-13,414,120,6,4,47.37,25.89,189.48,163.59,0,On Time,Online,Current
10484,2024-04-01,285,88,6,2,41.48,12.78,82.96,70.18,0,On Time,Online,Current
10485,2024-02-18,735,14,6,4,85.15,25.54,340.6,315.06,0,On Time,Online,Current
10486,2024-06-17,220,22,6,4,118.48,1.98,473.92,471.94,2,Late,Online,Future
10487,2024-09-19,854,73,6,4,20.46,33.31,81.84,48.53,0,On Time,Online,Future
10488,2024-05-08,557,110,2,4,159.94,7.49,639.76,632.27,0,On Time,Click & Collect,Future
10489,2024-04-06,128,33,5,3,219.29,28.15,657.87,629.72,0,On Time,Wholesale,Current
